Red,Blue,Green,Class
62.474133333333334,62.06648888888889,88.9632,1
27.0400892582333,28.030701754385966,57.77746999076639,1
67.966,67.2028,94.2264,1
248.0,248.0,248.0,1
49.99992305324715,49.99992305324715,49.99992305324715,1
84.08101120367711,83.97112898592358,46.567150244182706,1
32.03635191430272,31.028218607419163,72.54393969450506,1
250.0,249.0,254.0,1
55.000216262975776,55.043090397923876,62.91106185121107,1
250.0,251.0,246.0,1
34.245152354570635,33.933518005540165,60.433518005540165,1
75.55548469387755,76.45758928571429,70.7720025510204,1
111.3853550295858,110.55029585798816,58.60207100591716,1
250.0,250.0,250.0,1
249.0,250.0,254.0,1
81.98765432098766,82.98456790123457,65.51851851851852,1
63.12006427915519,63.97578053259871,83.88544536271809,1
100.0988,101.1708,84.4808,1
97.0029296875,96.92654079861111,63.269314236111114,1
58.011204164780445,57.93141693073789,50.15912177455862,1
37.8834940312213,38.11685032139577,71.63205922865014,1
82.74134948096886,82.77595155709342,59.50173010380623,1
251.0,250.0,245.0,1
37.12432861328125,37.9122314453125,59.04840087890625,1
40.0748,41.0884,70.4832,1
52.015029585798814,51.93029585798816,63.77775147928994,1
25.13286130778842,25.03102873802582,78.50655976676384,1
86.478515625,86.0107421875,67.1015625,1
78.85549399815328,78.0842566943675,57.160203139427516,1
250.0,250.0,252.0,1
100.46260387811634,101.24445983379502,96.08864265927978,1
28.493827160493826,27.606666666666666,68.80604938271605,1
33.510355029585796,33.31065088757396,55.32692307692308,1
45.014332473715534,43.95204324538782,61.75768696687165,1
65.0008,65.0008,63.004,1
250.0,250.0,250.0,1
249.0,251.0,250.0,1
30.115114795918366,30.169005102040817,62.89126275510204,1
56.0085197710718,56.02328303850156,65.88169875130073,1
73.0700183654729,73.90105601469237,58.30211202938476,1
93.80999342537804,93.91584483892176,56.919789612097304,1
249.0,250.0,254.0,1
250.0,250.0,248.0,1
68.9804,68.9804,68.9804,1
86.87269619500594,86.98989298454221,61.22584720570749,1
86.0071540062435,85.93671956295526,60.11433402705515,1
251.5,253.25,248.0,1
249.0,251.0,248.0,1
49.00051652892562,48.047262396694215,61.98928202479339,1
54.67881944444444,55.203125,72.22916666666667,1
47.1325,47.979166666666664,67.63972222222222,1
250.0,250.0,252.0,1
250.0,250.0,250.0,1
250.0,250.0,252.0,1
105.81142857142858,105.74775510204081,74.08979591836734,1
79.9859693877551,80.70663265306122,67.24872448979592,1
47.014033064206075,46.02768166089965,61.73029603998462,1
250.0,250.0,252.0,1
75.99810964083176,76.90170132325142,72.18336483931947,1
93.92603806228374,93.04265787197232,62.304011678200695,1
50.000059171597634,50.9998224852071,55.97810650887574,1
78.9876,78.8664,71.1752,1
250.0,250.0,248.0,1
106.75,107.76479289940828,67.28254437869822,1
45.94683799445704,45.13038548752834,86.60903250188964,1
250.0,249.0,254.0,1
51.466796875,51.9697265625,71.1767578125,1
250.0,250.0,250.0,1
72.76859504132231,73.37086776859505,80.81714876033058,1
57.01129607609988,56.02794292508918,61.82223543400713,1
75.9886,77.0092,59.1051,1
71.9999,71.9999,73.9823,1
58.05277252678009,57.90968283973955,50.04841419869775,1
44.055301848964135,44.967364669191355,65.92114056582759,1
30.160687869822485,31.038276627218934,86.36871301775147,1
250.0,250.0,250.0,1
93.00981404958678,92.95273760330579,55.65702479338843,1
40.70602493074792,41.74567174515236,93.26748614958449,1
37.10513229498968,36.046631638206044,66.77111090260837,1
53.983942488578336,53.983942488578336,51.99092985756517,1
249.0,250.0,245.0,1
41.78696051423324,41.456382001836545,66.61524334251607,1
58.99905517762661,59.02922650541698,47.16345427059713,1
45.11080332409972,45.42936288088643,77.44390581717451,1
73.0,73.876953125,69.076171875,1
81.97616699539776,82.97370151216305,76.87984878369494,1
68.99653979238754,68.99567474048443,59.141868512110726,1
71.97229916897507,71.83240997229917,62.4314404432133,1
95.96933673469388,95.99321428571429,58.30280612244898,1
82.95033482142857,82.85339604591837,59.34159757653061,1
91.92474489795919,91.87181122448979,66.64381377551021,1
101.89386094674556,101.94896449704142,74.97818047337279,1
250.0,251.0,246.0,1
250.0,250.0,250.0,1
47.05051650289746,47.03823381204334,72.87062232300327,1
250.0,249.0,254.0,1
250.0,250.0,250.0,1
250.0,250.0,250.0,1
251.0,250.0,248.0,1
93.82142857142857,93.89484126984127,70.27565192743764,1
252.25,252.25,250.25,1
104.4105930285197,105.37483023992758,76.28655500226347,1
250.0,251.0,246.0,1
57.0224,57.1776,64.846,1
248.0,248.0,248.0,1
249.0,250.0,254.0,1
68.98645546372819,69.98002754820936,63.96556473829201,1
250.0,250.0,248.0,1
250.0,250.0,250.0,1
250.0,250.0,248.0,1
100.97912330905307,100.03524973985432,69.31236992715921,1
49.28550295857988,48.14792899408284,78.4578402366864,1
88.74588375322357,88.87001586986709,77.11575084308669,1
247.0,247.0,247.0,1
42.0308,42.1528,49.71,1
250.0,250.0,250.0,1
59.005580357142854,58.92530293367347,51.13536352040816,1
101.84056122448979,102.8061224489796,62.577806122448976,1
66.995849609375,66.975341796875,57.2470703125,1
101.95,102.925625,72.398125,1
249.0,249.0,255.0,1
26.08480749219563,25.198491155046828,64.60535900104058,1
92.9158971991382,94.01161895967991,52.281548168667285,1
67.05471074380165,67.91892561983471,52.24504132231405,1
35.07585851003941,36.08416213173203,79.71087446049916,1
70.99852071005917,70.99852071005917,70.99852071005917,1
43.0249433106576,42.06235827664399,57.64569160997733,1
249.0,249.0,249.0,1
72.99074074074075,73.94283950617285,58.370123456790125,1
46.00826446280992,46.915805785123965,42.19318181818182,1
67.9995134083045,67.9995134083045,67.9995134083045,1
107.6387245233399,106.93392504930966,86.94181459566074,1
91.96093076702097,91.94886526860098,56.530881930479744,1
53.000342935528124,53.958933470507546,49.083161865569274,1
54.07319444444445,54.99944444444444,74.70125,1
250.0,249.0,244.0,1
91.11669421487603,92.04603305785123,76.57132231404958,1
250.0,250.0,248.0,1
47.92474489795919,48.63647959183673,44.50637755102041,1
40.056772373018006,40.03701961838215,73.86509002956194,1
54.35756026296567,54.3299853907962,78.38805697589481,1
64.015625,64.767578125,70.107421875,1
65.99210640138408,67.09796712802768,49.01973399653979,1
31.089319470699433,31.917506826296997,62.72805082965763,1
81.89170927684441,82.03652300949598,54.42129291453616,1
250.0,250.0,250.0,1
36.884661117717,36.862366230677765,74.16825208085612,1
59.000369822485204,59.999815088757394,64.92464866863905,1
92.9315886134068,92.77800734618917,59.88337924701561,1
78.00035909221488,78.99834817581154,72.97823901177823,1
73.01499118165785,73.01473922902494,75.011967750063,1
77.99314128943759,78.83676268861454,64.88545953360769,1
36.5390625,37.091796875,79.5361328125,1
30.990645087235997,30.949609733700644,78.79533976124885,1
25.96378661650094,25.098830959419512,64.78836334318731,1
250.0,250.0,250.0,1
75.98981306448225,76.89944339424491,63.12544633480361,1
33.880624426078974,33.27800734618916,72.10858585858585,1
62.99995177469136,62.00096450617284,67.9696662808642,1
45.08594952293013,45.096875961834414,68.7823945829486,1
86.79108838568298,87.88422205989774,57.71439006574142,1
250.0,250.0,250.0,1
63.0,63.000918273645546,61.01836547291093,1
55.00255102040816,54.02216198979592,69.79767219387755,1
45.119649227110585,44.9519916765755,70.794887039239,1
85.49852071005917,85.66420118343196,61.31804733727811,1
34.11079714455681,34.99182034503272,55.49196906603213,1
44.97222222222222,45.896267361111114,50.919704861111114,1
78.16218967812671,78.16187641945336,80.109562221004,1
250.0,250.0,250.0,1
251.0,249.0,252.0,1
54.961218836565095,55.6786703601108,42.601108033241,1
80.97978596908442,81.85731272294888,68.26337693222354,1
99.52030223854247,99.61012640350258,76.0844573123367,1
250.0,250.0,252.0,1
250.0,250.0,250.0,1
86.02023319615913,86.9619341563786,71.4156378600823,1
111.369406867846,111.06555671175859,104.90426638917793,1
102.99424720578567,102.14907955292571,82.23241288625904,1
65.00010501995379,64.05734089477001,68.90999789960092,1
47.98612244897959,47.986938775510204,45.99755102040816,1
250.0,250.0,252.0,1
250.0,250.0,250.0,1
89.87343842950625,89.0520523497918,58.5495240928019,1
38.991629464285715,38.933274872448976,50.69818239795919,1
91.91333153055706,92.09667387777176,64.41360194699838,1
41.04710144927536,40.060123923545476,70.81511237135055,1
53.005102040816325,52.27168367346939,56.464285714285715,1
252.25,252.25,252.25,1
250.0,250.0,250.0,1
248.0,248.0,248.0,1
251.5,251.5,251.5,1
64.00694444444444,64.00694444444444,64.00694444444444,1
27.0053125,27.1859375,60.44890625,1
46.97392290249433,46.96938775510204,48.883219954648524,1
78.88585017835909,77.82164090368609,58.69351961950059,1
249.0,249.0,247.0,1
77.97363945578232,77.94713718820861,52.16765873015873,1
250.0,250.0,250.0,1
78.97732426303855,78.83616780045351,71.40816326530613,1
134.47555555555556,134.5688888888889,115.29333333333334,1
54.016259105098854,53.04019250780437,68.75507284079085,1
247.0,247.0,247.0,1
33.257422222222225,32.86826666666666,59.76195555555555,1
28.124461361677678,28.942042516518242,49.80106291295605,1
69.99978373702422,69.99978373702422,68.00670415224913,1
95.00813711911357,94.9672783933518,85.3123268698061,1
54.62901744719927,55.54178145087236,82.4435261707989,1
249.0,249.0,247.0,1
24.969478737997257,25.102023319615913,60.73542524005487,1
68.99928571428572,69.98214285714286,54.119897959183675,1
88.8428,88.0474,67.1924,1
252.25,252.25,252.25,1
73.94893845740393,72.93093254501478,53.36549314700349,1
32.15798972650285,32.077143782683144,82.74806793465686,1
250.0,250.0,250.0,1
106.8734056122449,108.0108418367347,67.51211734693878,1
45.091065785693765,45.97270899166906,66.77966101694915,1
75.06085205078125,75.0245361328125,63.18359375,1
64.99762110726644,65.8880839100346,52.003784602076124,1
111.824,111.8068,66.1136,1
249.0,249.0,249.0,1
250.0,249.0,254.0,1
64.996875,66.09328125,48.11875,1
250.0,250.0,252.0,1
250.0,250.0,250.0,1
56.000065036420395,56.96396982310094,52.072255463059314,1
97.76961950059453,96.929548156956,51.63822829964328,1
25.380625,24.174375,54.191875,1
93.03282828282828,92.0615243342516,61.30853994490358,1
250.0,250.0,250.0,1
97.87946943483276,96.98298731257209,51.3562091503268,1
60.01839866863905,61.01775147928994,54.992511094674555,1
89.5595703125,90.07421875,64.857421875,1
67.953213610586,67.80765595463139,60.284026465028354,1
86.8963331824355,86.8650973291082,53.6195110909914,1
90.72991689750693,91.18698060941828,63.7797783933518,1
248.0,248.0,246.0,1
58.96216425619835,59.06572830578512,94.63507231404958,1
100.99428571428571,100.95448979591836,91.2265306122449,1
78.00109375,77.98109375,79.96859375,1
251.25,252.75,252.75,1
92.86689470553242,92.01680547293277,71.15318262938727,1
79.92447916666667,80.89539930555556,65.70095486111111,1
82.77314814814815,83.03993055555556,57.22800925925926,1
26.982421875,26.224609375,67.0283203125,1
39.16975308641975,40.112825788751714,57.519890260631,1
249.0,249.0,249.0,1
93.02957128099173,92.9400826446281,57.39243285123967,1
90.84856879039704,91.9923053247153,74.85441674361341,1
250.0,250.0,248.0,1
44.89453125,44.328125,57.775390625,1
77.99908949011446,77.9843262226847,68.12519510926118,1
248.0,248.0,248.0,1
250.0,250.0,248.0,1
37.857988165680474,38.8960798816568,69.62832840236686,1
250.0,250.0,248.0,1
250.0,249.0,255.0,1
248.0,248.0,248.0,1
104.57511975613296,103.80839018725504,73.55000725794746,1
75.99895941727367,75.99895941727367,74.0197710718002,1
250.0,250.0,248.0,1
102.05457777777778,103.03342222222223,64.30222222222223,1
100.04996712689021,100.21104536489152,75.59204470742932,1
35.53003570678429,35.56364209199748,68.09976895610166,1
250.0,250.0,250.0,1
76.89317019722425,76.97260774287801,53.12344777209642,1
65.98363980530016,65.92779881016766,58.10735532720389,1
24.15,25.00204081632653,44.743469387755106,1
95.8463326446281,95.86363636363636,43.150826446280995,1
34.061087990487515,34.07104637336504,57.881985731272295,1
45.049166666666665,45.05354166666667,70.67548611111111,1
101.9146803296948,101.97220984629094,48.73880597014925,1
81.13022474270112,82.04011762234825,77.31001890359168,1
101.14693877551021,102.23591836734694,85.44081632653061,1
43.1044219202495,43.942693250167075,64.92409222543996,1
47.953125,46.9575,52.988125,1
95.69170390049511,95.57807028136699,58.850259630479414,1
93.83196807393405,93.87838689350977,82.28292375551355,1
67.0,66.98216409036861,78.5665873959572,1
251.0,252.75,247.75,1
69.99102079395085,69.9712770426381,60.137103549674435,1
90.84096313912009,90.03700951248514,42.528686087990486,1
67.98116109188774,68.97875816993464,63.062572087658594,1
86.95061728395062,86.98274124464601,61.171894683799444,1
97.79195011337869,97.94160997732426,71.27380952380952,1
94.77277777777778,94.0175,73.45166666666667,1
250.0,250.0,250.0,1
250.0,250.0,252.0,1
250.0,250.0,252.0,1
50.29709141274238,50.92659279778393,71.53116343490305,1
43.68877551020408,43.390306122448976,65.23214285714286,1
81.8210197710718,81.87486992715921,58.37226847034339,1
42.60573282855598,41.97512168739859,67.92320173066523,1
250.0,250.0,250.0,1
250.0,250.0,250.0,1
91.99969516841945,92.05563176345069,55.45709495503734,1
67.00475907198097,67.02572873289708,76.82659131469363,1
252.25,252.25,252.25,1
76.01134215500946,76.84499054820417,72.34782608695652,1
63.014177693761816,61.962783553875234,79.66741493383743,1
98.98086734693878,99.07142857142857,61.838647959183675,1
250.0,250.0,250.0,1
250.0,250.0,250.0,1
249.0,249.0,251.0,1
52.02418704649288,52.02109647944101,61.753426498253155,1
249.0,248.0,253.0,1
49.99,49.974380165289254,61.71,1
252.25,252.25,253.5,1
87.92358517667337,87.99016087331226,62.17674518816432,1
81.014716066482,80.8692867036011,57.28514542936288,1
100.23501746842247,99.15204246170384,69.42824509540446,1
60.0,59.07304601899197,63.85390796201607,1
250.0,250.0,250.0,1
83.97518296115594,82.986817414149,63.281291048977295,1
38.07135485081629,37.970773128166634,73.77021955338712,1
35.00634765625,34.12921142578125,72.35748291015625,1
252.5,252.5,252.5,1
250.0,250.0,252.0,1
102.1053162005543,101.7787855883094,67.89871504157219,1
250.0,250.0,250.0,1
250.0,250.0,252.0,1
30.131771227009324,30.98028470647518,76.7588813303099,1
250.0,250.0,250.0,1
249.0,248.0,253.0,1
62.98878776505911,62.99615312441359,72.9035466316382,1
43.26134886087399,44.27587766408502,87.05738029283735,1
251.0,250.0,248.0,1
250.0,250.0,250.0,1
250.0,250.0,252.0,1
248.0,248.0,248.0,1
42.997590702947846,43.93310657596372,64.60119047619048,1
62.01498724489796,63.01307397959184,56.99298469387755,1
252.25,252.25,250.25,1
249.0,249.0,247.0,1
250.0,250.0,250.0,1
251.0,250.0,248.0,1
80.0017146776406,80.92249657064473,76.17181069958848,1
86.93525519848771,86.98692501575299,61.11352657004831,1
40.063912009512485,40.12931034482759,63.690026753864444,1
32.20154577883472,32.0,59.152497027348396,1
64.00077160493827,63.16975308641975,67.74228395061728,1
250.0,250.0,250.0,1
73.37741046831955,74.29201101928375,59.99265381083563,1
75.0025530771298,74.03292125772641,88.04743348562215,1
58.01,57.97074074074074,60.07888888888889,1
107.60165289256199,108.30380165289256,93.30909090909091,1
103.7421301775148,103.79349112426036,66.98011834319527,1
250.0,250.0,248.0,1
250.0,250.0,248.0,1
249.0,249.0,249.0,1
74.927734375,76.04296875,58.9228515625,1
81.99755817293881,82.96602987647228,69.04481470841712,1
250.0,250.0,250.0,1
83.00591715976331,84.08764792899409,66.17899408284023,1
250.0,249.0,254.0,1
249.0,249.0,249.0,1
37.00052061640983,36.04050395668472,49.95605997501041,1
29.256666666666668,29.45777777777778,61.2,1
72.98060941828255,73.82686980609418,69.23407202216066,1
81.897,81.0944,50.3967,1
33.094391688986285,33.02378053729405,60.098206314422534,1
66.11461937716263,66.12283737024221,89.780276816609,1
250.0,250.0,250.0,1
250.0,250.0,250.0,1
86.94994464192064,87.89085717615524,82.0910786084727,1
250.0,250.0,248.0,1
249.0,249.0,249.0,1
250.0,250.0,250.0,1
252.0,252.0,252.5,1
248.0,248.0,248.0,1
250.0,250.0,252.0,1
250.0,249.0,255.0,1
249.0,249.0,249.0,1
43.06377551020408,42.182397959183675,80.36607142857143,1
97.08228299643282,97.25617122473246,69.7249940546968,1
30.965386695511086,30.008788534342887,71.62858301784749,1
88.80725623582767,88.97902494331066,53.80102040816327,1
30.096844444444443,31.107688888888887,75.13946666666666,1
31.00281141868512,31.05747188581315,54.85353589965398,1
248.0,248.0,246.0,1
100.126041386724,100.11643375436711,77.11535877452297,1
70.015625,69.96310763888889,60.35590277777778,1
250.0,251.0,246.0,1
45.96528429348846,45.713454681929065,72.18183524113343,1
45.390796046338615,46.4146030396429,75.1011797215432,1
250.0,249.0,254.0,1
93.89875082182775,94.82100591715977,55.82774490466798,1
250.0,250.0,250.0,1
252.25,252.25,252.25,1
31.05126953125,30.0511474609375,60.710693359375,1
250.0,250.0,250.0,1
25.073214285714286,25.99923469387755,56.650255102040816,1
250.0,250.0,250.0,1
250.0,249.0,254.0,1
69.995434623813,69.95845507669831,81.79583637691746,1
99.68934911242603,99.01146449704142,79.60502958579882,1
85.94302606826122,85.03527277613544,54.15311744154797,1
86.05046076099882,86.89952437574317,72.95489001189061,1
103.05359001040583,102.31841831425598,57.829864724245574,1
72.98341836734694,73.14668367346938,80.58928571428571,1
95.99965564738292,97.04413452708907,79.21217860422406,1
249.0,250.0,254.0,1
252.25,252.25,252.25,1
49.999702734839474,49.999702734839474,48.023483947681335,1
47.028124303853865,48.124136778792604,65.6663510804188,1
68.00013520822066,68.0006760411033,66.00770686857761,1
92.41373333333334,93.27755555555555,63.41697777777778,1
66.9816,66.084,70.7768,1
30.150988520408163,30.113679846938776,79.02423469387755,1
250.0,250.0,248.0,1
84.95903190914008,84.91130340724716,51.166846944294214,1
252.25,252.5,249.75,1
24.999591836734695,25.101224489795918,60.44571428571429,1
99.95087219651121,100.93040227839089,85.25293698825205,1
98.82098765432099,98.83196159122085,64.24965706447188,1
80.03329369797859,80.96076099881094,76.17835909631391,1
65.99154526534859,65.94536940686784,58.08565296566077,1
31.047163261257687,31.014679627058122,56.74821463995239,1
70.50283446712018,70.29875283446712,81.57539682539682,1
30.1224,30.9448,60.9704,1
72.99241221979766,73.01909343384249,61.13831581035509,1
98.80555555555556,98.8359375,64.27647569444444,1
70.31621389384625,69.43043162138939,84.404388921938,1
249.0,248.0,253.0,1
46.008651859504134,45.021823347107436,60.677169421487605,1
114.5368,114.678,67.4076,1
252.0,252.0,252.0,1
250.0,249.0,254.0,1
50.99325530648681,51.992511406466974,45.93235469152946,1
61.98875468554769,61.9484589754269,73.70845481049562,1
81.0044,81.045,69.3204,1
56.0693870523416,56.12815656565657,79.74207988980716,1
40.015306122448976,41.07244897959184,70.60530612244898,1
247.0,247.0,245.0,1
250.0,249.0,254.0,1
99.9292899408284,99.91248520710059,74.33591715976331,1
37.19753086419753,37.45233196159122,69.63134430727024,1
67.85344827586206,68.00743162901308,42.12202734839477,1
250.0,250.0,248.0,1
250.0,250.0,248.0,1
71.46241160308094,72.46015945227693,77.3325075447052,1
75.98363980530016,77.00851811790157,59.13994050838291,1
78.9975,78.90875,71.1925,1
250.0,250.0,250.0,1
27.236225895316803,27.9742883379247,47.71510560146924,1
58.00131356727341,57.029039219365735,72.72884218427473,1
56.008402777777775,55.08138888888889,68.76493055555555,1
247.0,247.0,245.0,1
75.14682539682539,76.03174603174604,62.45493197278912,1
52.000295857988164,51.03059171597633,64.96745562130178,1
42.084953382265425,42.99692521325134,62.79532830787542,1
89.95202528009193,90.8478885377765,51.520683711577135,1
42.04995674740484,42.1038062283737,65.66068339100346,1
247.0,247.0,247.0,1
72.99666666666667,73.74777777777778,69.50333333333333,1
25.104397506925206,24.913261772853186,62.44304016620499,1
47.13392857142857,48.089285714285715,65.7171556122449,1
84.54765837284884,85.45916138313176,69.8591294155256,1
249.0,249.0,251.0,1
79.55867346938776,80.06632653061224,67.58673469387755,1
248.0,249.0,244.0,1
250.0,250.0,250.0,1
64.8703125,64.0503125,43.365,1
46.02182249817385,47.003743608473336,66.89581811541271,1
249.0,249.0,249.0,1
250.0,250.0,250.0,1
34.061875,33.78125,45.18875,1
46.827777777777776,47.056666666666665,57.78666666666667,1
250.0,249.0,247.0,1
249.0,249.0,247.0,1
249.0,249.0,249.0,1
251.0,250.0,248.0,1
250.0,249.0,254.0,1
84.09183673469387,83.92265054169816,48.285021415973794,1
28.263673469387754,29.025714285714287,74.44816326530612,1
250.0,250.0,250.0,1
55.895254629629626,56.98128858024691,62.00848765432099,1
82.8955078125,83.6591796875,69.962890625,1
100.19834710743801,100.1747159090909,75.49832128099173,1
248.0,248.0,246.0,1
250.0,250.0,252.0,1
47.1207075962539,46.971644120707595,74.50182101977107,1
65.55402909778839,64.6079005450205,80.18197378496464,1
249.0,251.0,250.0,1
33.61736101030628,33.40746116998113,58.64595732326898,1
249.0,248.0,253.0,1
83.11555555555556,82.76666666666667,40.08222222222222,1
44.07490535424554,44.17455381287182,77.32815035154137,1
249.0,249.0,251.0,1
250.0,249.0,255.0,1
251.25,251.25,250.25,1
93.96647490577267,93.04061694108312,62.139754017060106,1
249.0,249.0,251.0,1
76.995,77.805,73.375,1
76.11454046639231,77.01131687242798,59.10836762688614,1
250.0,250.0,250.0,1
248.0,248.0,248.0,1
43.083333333333336,44.041666666666664,61.66840277777778,1
48.08308641975309,49.02814814814815,68.77888888888889,1
184.87444526627218,183.82063609467457,140.72041420118344,2
177.92446145124717,177.90079365079364,108.6655328798186,2
251.0,249.0,250.0,2
249.0,249.0,251.0,2
205.8261003385657,204.96429670667897,157.7719298245614,2
187.0,189.22222222222223,206.44444444444446,2
250.0,250.0,252.0,2
116.00007181844298,116.00007181844298,117.99490089054869,2
250.0,250.0,250.0,2
177.29755053507728,178.1387395957194,103.41812128418549,2
250.0,250.0,250.0,2
110.30859375,111.3095703125,141.70703125,2
253.11111111111111,252.55555555555554,251.88888888888889,2
71.05883811767623,70.96397792795585,155.51720503441007,2
172.10206611570248,172.9801652892562,130.7807438016529,2
249.0,249.0,249.0,2
249.0,249.0,247.0,2
253.0,251.25,254.0,2
116.02773668639053,116.0989275147929,123.89663461538461,2
155.5556757406406,155.51054624121147,120.40790817859504,2
200.7104187153874,200.66295740386107,130.36369753118367,2
81.1728650137741,81.26744719926538,165.85284664830118,2
